ID;Start time;Completion time;Email;Name;Last modified time;"Ποια είναι η ηλικιακή σας ομάδα;
";"Ποιο είναι το φύλο σας;
";"Ποια είναι η επαγγελματική σας ιδιότητα;
";"Έχετε προηγούμενη εμπειρία με την τεχνητή νοημοσύνη;
";"Έχετε ασχοληθεί ποτέ με επενδύσεις ή συναλλαγές κρυπτονομισμάτων;
";Αυτόνομη οδήγηση;Αυτόνομη πτήση (σε εμπορικά αεροσκάφη);Υγειονομική περίθαλψη (διάγνωση ή θεραπεία);Συναλλαγές και επενδύσεις;Διαχείριση προσωπικών χρημάτων;"Θα εμπιστευόσασταν ένα μοντέλο τεχνητής νοημοσύνης να διαχειριστεί εξ ολοκλήρου τις επενδύσεις σας;
";"Τι πιστεύετε ότι είναι το μεγαλύτερο πλεονέκτημα της τεχνητής νοημοσύνης στις επενδύσεις;
";"Ποιο θεωρείτε το μεγαλύτερο μειονέκτημα της τεχνητής νοημοσύνης στις επενδύσεις;
";"Πιστεύετε ότι η τεχνητή νοημοσύνη είναι πιο αξιόπιστη από τους ανθρώπους στις επενδύσεις;
";"Ποιον θα εμπιστευόσασταν περισσότερο για τη διαχείριση των επενδύσεών σας;
";"Σε ποια από τις ακόλουθες καταστάσεις θεωρείτε ότι η τεχνητή νοημοσύνη υπερέχει σε σχέση με τους ανθρώπους;
";"Σε ποιες από τις ακόλουθες καταστάσεις θεωρείτε ότι οι άνθρωποι υπερέχουν σε σχέση με την τεχνητή νοημοσύνη;";"Θα ήσασταν πρόθυμοι να χρησιμοποιήσετε ένα συνδυαστικό μοντέλο όπου η τεχνητή νοημοσύνη συνεργάζεται με έναν άνθρωπο επενδυτή;
";"Θεωρείτε ότι η τεχνητή νοημοσύνη θα αντικαταστήσει πλήρως τους ανθρώπινους επενδυτές στο μέλλον;
";"Τι σας ανησυχεί περισσότερο σχετικά με τη χρήση της τεχνητής νοημοσύνης στις επενδύσεις;
";"Θεωρείτε την τεχνητή νοημοσύνη δίκαιη και αντικειμενική στη λήψη αποφάσεων;
";"Θα πληρώνατε για τη χρήση μιας υπηρεσίας τεχνητής νοημοσύνης για τη διαχείριση των επενδύσεών σας;
";"Ποιο ποσοστό των συνολικών επενδύσεών σας θα ήσασταν πρόθυμοι να αφήσετε στη διαχείριση μιας τεχνητής νοημοσύνης;
";Ταχύτητα λήψης αποφάσεων;Ακρίβεια προβλέψεων;Ανθεκτικότητα σε στρεσογόνες συνθήκες;Εμπιστοσύνη στη διαχείριση μεγάλων χρηματικών ποσών;"Θα εμπιστευόσασταν την τεχνητή νοημοσύνη να λαμβάνει επενδυτικές αποφάσεις σε μια οικονομική κρίση;
"
184;1/3/25 6:20:07;1/3/25 6:26:37;anonymous;;;31-40;Άνδρας;Ιδιωτικός υπάλληλος ;Μέτρια;Ναι, περιστασιακά;2;2;5;4;4;Όχι;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Δημιουργικότητα στις στρατηγικές επενδύσεων;Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;4;2;4;2;Δεν είμαι σίγουρος/η
185;1/3/25 10:54:55;1/3/25 10:59:31;anonymous;;;Άνω των 50;Γυναίκα;Δημόσιος υπάλληλος ;Ελάχιστη;Όχι;1;1;1;1;1;Όχι;"Πρόβλεψη τάσεων της αγοράς;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;5;3;3;3;Δεν είμαι σίγουρος/η
186;1/3/25 11:53:38;1/3/25 11:56:03;anonymous;;;31-40;Γυναίκα;Άνεργος/Άνεργη;Ελάχιστη;Όχι;3;3;3;3;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Δημιουργικότητα στις στρατηγικές επενδύσεων;";Ναι;Όχι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;1-25%;5;3;2;3;Δεν είμαι σίγουρος/η
187;1/3/25 14:56:53;1/3/25 15:05:36;anonymous;;;41-50;Γυναίκα;Ιδιωτικός υπάλληλος ;Καθόλου;Όχι;3;3;2;2;3;Ίσως;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Κανέναν;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Δεν θεωρώ ότι υπερέχουν σε κάποια από αυτές;";Δεν είμαι σίγουρος/η;Ίσως;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;3;3;3;2;Δεν είμαι σίγουρος/η
188;1/3/25 16:45:58;1/3/25 16:50:44;anonymous;;;21-30;Γυναίκα;Φοιτητής/Φοιτήτρια;Καθόλου;Όχι;3;3;4;2;1;Ίσως;"Αποφυγή συναισθηματικών λαθών;Πρόβλεψη τάσεων της αγοράς;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Κανέναν;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Ανίχνευση επενδυτικών ευκαιριών;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Δημιουργικότητα στις στρατηγικές επενδύσεων;";Δεν είμαι σίγουρος/η;Ναι;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;5;5;1;3;Δεν είμαι σίγουρος/η
189;1/3/25 18:30:08;1/3/25 18:33:00;anonymous;;;31-40;Γυναίκα;Άνεργος/Άνεργη;Καθόλου;Όχι;4;4;4;4;4;Ίσως;"Ταχύτερη ανάλυση δεδομένων;";"Εξάρτηση από δεδομένα του παρελθόντος;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Δεν θεωρώ ότι υπερέχουν σε κάποια από αυτές;";Ναι;Ναι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;26-50%;4;3;3;3;Ναι
190;1/3/25 19:25:24;1/3/25 19:28:06;anonymous;;;31-40;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Ελάχιστη;Ναι, περιστασιακά;3;2;3;3;2;Ίσως;"Αποφυγή συναισθηματικών λαθών;Καλύτερη διαχείριση κινδύνου;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Λήψη ηθικών αποφάσεων;";Δεν είμαι σίγουρος/η;Ναι;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;4;4;5;2;Δεν είμαι σίγουρος/η
191;1/4/25 0:49:40;1/4/25 0:53:42;anonymous;;;31-40;Γυναίκα;Επαγγελματίας στον τομέα της τεχνολογίας;Μέτρια;Ναι, περιστασιακά;3;3;3;3;1;Όχι;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Εξάρτηση από δεδομένα του παρελθόντος;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Ίσως;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Κίνδυνος τεχνικών σφαλμάτων;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Εξαρτάται από το κόστος;0% (Καθόλου);5;4;3;2;Δεν είμαι σίγουρος/η
192;1/4/25 3:29:37;1/4/25 3:34:39;anonymous;;;41-50;Άνδρας;Υπάλληλος & προπονητής ;Μέτρια;Ναι, περιστασιακά;3;3;4;3;1;Ίσως;"Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;5;2;5;1;Δεν είμαι σίγουρος/η
193;1/4/25 12:24:50;1/4/25 12:28:46;anonymous;;;21-30;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Μέτρια;Όχι;3;3;4;4;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Εξάρτηση από δεδομένα του παρελθόντος;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Όχι;1-25%;4;3;5;3;Όχι
194;1/4/25 12:54:14;1/4/25 12:58:12;anonymous;;;Άνω των 50;Άνδρας;Τουρισμός ;Ελάχιστη;Όχι;3;3;2;3;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;";"Λήψη ηθικών αποφάσεων;";Δεν είμαι σίγουρος/η;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;1-25%;4;3;3;3;Δεν είμαι σίγουρος/η
195;1/4/25 12:58:58;1/4/25 13:02:35;anonymous;;;41-50;Γυναίκα;Ιδιωτικός υπάλληλος ;Ελάχιστη;Όχι;2;2;4;1;1;Όχι;"Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Ναι;Την τεχνητή νοημοσύνη;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Γρήγορη ανάλυση δεδομένων;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Ναι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;3;3;3;3;Δεν είμαι σίγουρος/η
196;1/4/25 13:04:28;1/4/25 13:08:43;anonymous;;;21-30;Άνδρας;Φοιτητής/Φοιτήτρια;Ελάχιστη;Όχι;3;2;2;3;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Εξάρτηση από δεδομένα του παρελθόντος;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Λήψη ηθικών αποφάσεων;";Δεν είμαι σίγουρος/η;Όχι;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;4;3;4;2;Όχι
197;1/4/25 13:08:17;1/4/25 13:11:56;anonymous;;;21-30;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Μέτρια;Όχι;2;2;1;2;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Όχι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Προσαρμογή σε μη αναμενόμενες καταστάσεις;Δημιουργικότητα στις στρατηγικές επενδύσεων;Λήψη ηθικών αποφάσεων;";Ναι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;3;2;4;1;Όχι
198;1/4/25 13:08:18;1/4/25 13:13:38;anonymous;;;31-40;Γυναίκα;Ιδιωτική υπάλληλος ;Ελάχιστη;Όχι;3;5;3;3;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Λήψη ηθικών αποφάσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Ίσως;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;5;3;5;2;Δεν είμαι σίγουρος/η
199;1/4/25 13:14:09;1/4/25 13:17:59;anonymous;;;41-50;Γυναίκα;Ιδ υπ/λος;Καθόλου;Όχι;2;2;3;1;1;Όχι;"Αποφυγή συναισθηματικών λαθών;Καλύτερη διαχείριση κινδύνου;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Εξάρτηση από δεδομένα του παρελθόντος;";Όχι;Κανέναν;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Γρήγορη ανάλυση δεδομένων;";"Δεν θεωρώ ότι υπερέχουν σε κάποια από αυτές;";Δεν είμαι σίγουρος/η;Ναι;"Κίνδυνος τεχνικών σφαλμάτων;Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;0% (Καθόλου);2;3;3;1;Όχι
200;1/4/25 13:19:02;1/4/25 13:22:48;anonymous;;;31-40;Γυναίκα;Ιδιωτικός υπάλληλος;Καθόλου;Όχι;1;1;2;2;2;Ίσως;"Αποφυγή συναισθηματικών λαθών;Πρόβλεψη τάσεων της αγοράς;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Αποφυγή απάτης;";"Λήψη ηθικών αποφάσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Δεν είμαι σίγουρος/η;Ίσως;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;3;3;3;2;Δεν είμαι σίγουρος/η
201;1/4/25 13:17:41;1/4/25 13:30:33;anonymous;;;31-40;Άνδρας;Ιδιωτικός υπάλληλος ;Ελάχιστη;Ναι, περιστασιακά;2;2;2;3;3;Όχι;"Αποφυγή συναισθηματικών λαθών;Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Όχι;Έναν έμπειρο επενδυτή;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Λήψη ηθικών αποφάσεων;";Δεν είμαι σίγουρος/η;Όχι;"Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;4;2;1;1;Όχι
202;1/4/25 13:40:59;1/4/25 13:44:24;anonymous;;;31-40;Γυναίκα;Store association ;Καθόλου;Όχι;2;2;4;3;2;Ίσως;"Αποφυγή συναισθηματικών λαθών;Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Κανέναν;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Λήψη ηθικών αποφάσεων;";Ναι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;4;3;5;2;Δεν είμαι σίγουρος/η
203;1/4/25 13:51:28;1/4/25 13:56:27;anonymous;;;21-30;Άνδρας;Υπάλληλος σούπερ μάρκετ ;Ελάχιστη;Όχι;2;1;2;2;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Όχι;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Δεν είμαι σίγουρος/η;Ίσως;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;4;3;2;2;Δεν είμαι σίγουρος/η
204;1/4/25 14:22:51;1/4/25 14:29:22;anonymous;;;Κάτω από 20;Άνδρας;Φοιτητής/Φοιτήτρια;Μέτρια;Ναι, περιστασιακά;3;2;1;3;4;Όχι;"Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Ναι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Δημιουργικότητα στις στρατηγικές επενδύσεων;";Δεν είμαι σίγουρος/η;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;1-25%;5;3;2;4;Όχι
205;1/4/25 13:29:05;1/4/25 14:35:10;anonymous;;;41-50;Γυναίκα;Άνεργος/Άνεργη;Καθόλου;Όχι;2;3;2;2;2;Όχι;"Καλύτερη διαχείριση κινδύνου;Αποφυγή συναισθηματικών λαθών;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Δεν είμαι σίγουρος/η;Ναι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;2;4;5;3;Δεν είμαι σίγουρος/η
206;1/4/25 15:37:53;1/4/25 15:43:53;anonymous;;;Κάτω από 20;Άνδρας;Φοιτητής/Φοιτήτρια;Καθόλου;Όχι;4;4;2;3;3;Ίσως;"Ταχύτερη ανάλυση δεδομένων;Καλύτερη διαχείριση κινδύνου;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;";"Λήψη ηθικών αποφάσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Όχι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;4;4;2;2;Δεν είμαι σίγουρος/η
207;1/4/25 16:03:48;1/4/25 16:08:16;anonymous;;;31-40;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Καθόλου;Όχι;2;2;3;4;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Όχι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;";"Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;26-50%;3;3;5;3;Όχι
208;1/4/25 16:58:19;1/4/25 17:06:21;anonymous;;;31-40;Γυναίκα;ΥΠΆΛΛΗΛΟΣ ΙΔΙΩΤΙΚΟΎ ΤΟΜΈΑ ;Ελάχιστη;Όχι;3;4;4;3;3;Όχι;"Αποφυγή συναισθηματικών λαθών;Πρόβλεψη τάσεων της αγοράς;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Γρήγορη ανάλυση δεδομένων;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Λήψη ηθικών αποφάσεων;";Δεν είμαι σίγουρος/η;Όχι;"Κίνδυνος τεχνικών σφαλμάτων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;0% (Καθόλου);4;3;4;3;Δεν είμαι σίγουρος/η
209;1/4/25 17:50:54;1/4/25 17:55:53;anonymous;;;31-40;Άνδρας;Ιδιωτικός Υπάλληλος ;Ελάχιστη;Όχι;3;1;3;3;3;Όχι;"Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Γρήγορη ανάλυση δεδομένων;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Προσαρμογή σε μη αναμενόμενες καταστάσεις;Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;26-50%;5;3;5;3;Όχι
210;1/4/25 18:33:54;1/4/25 18:40:41;anonymous;;;21-30;Γυναίκα;Ιδιωτική υπάλληλος ;Ελάχιστη;Όχι;2;2;3;4;2;Όχι;"Αποφυγή συναισθηματικών λαθών;Ταχύτερη ανάλυση δεδομένων;";"Εξάρτηση από δεδομένα του παρελθόντος;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Γρήγορη ανάλυση δεδομένων;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Ναι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Εξαρτάται από το κόστος;1-25%;5;3;5;3;Δεν είμαι σίγουρος/η
211;1/4/25 18:42:41;1/4/25 18:47:30;anonymous;;;21-30;Γυναίκα;Φοιτητής/Φοιτήτρια;Καθόλου;Όχι;4;4;3;5;4;Όχι;"Ταχύτερη ανάλυση δεδομένων;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Γρήγορη ανάλυση δεδομένων;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Λήψη ηθικών αποφάσεων;";Ναι;Ίσως;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;1-25%;4;4;5;3;Δεν είμαι σίγουρος/η
